verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
stifle,opponent,stifle opponent,100,217,3.39,stifle opponents,3.52,2,4,176.66,283.87,330.83,357.57,1,0,97,12
stifle,opportunity,stifle opportunity,100,501,1.26,stifle opportunities,1.88,1,4,136.89,208.1,236.58,250.98,1,0,97,10
stifle,opposition,stifle opposition,100,858,5.62,stifle opposition,2.25,8,4,172.7,256.4,285.97,300.19,1,0,97,7
stifle,potential,stifle potential,100,362,2.61,stifle the potential,1.91,2,4,154.16,221.87,249.35,265.29,1,0,97,6
stifle,press,stifle press,100,177,3.64,stifle the press,3.9,9,4,115.18,174.22,201.1,220.08,1,0,97,1
stifle,process,stifle process,100,347,0.78,stifle the creative process,2.93,6,4,219.57,309.68,362.4,391.04,1,0,97,24
stifle,production,stifle production,100,268,2.28,stifle the production,2.59,8,4,218.18,311.48,352.51,373.46,1,0,97,7
stifle,productivity,stifle productivity,100,238,3.86,stifle productivity,2.31,2,4,55.135,95.609,112.31,123.02,1,0,97,1
stifle,progress,stifle progress,100,984,4.4,stifle progress,2.12,3,4,130.43,182.89,201.18,210.23,1,0,97,1
stifle,protest,stifle protest,100,533,4.88,stifle protest,3.21,3,4,168.96,247.19,285.51,310.23,1,0,97,6
stifle,recovery,stifle recovery,100,237,3.71,stifle the recovery,2.68,3,4,117.15,164.51,182.09,191.32,1,0,97,3
stifle,regulation,stifle regulation,100,306,3.21,stifling regulations,2.0,6,4,119.59,192.21,243.35,275.98,1,0,97,6
stifle,research,stifle research,100,502,2.27,stifle research,3.03,2,4,170.07,249.43,282.88,299.95,1,0,97,9
stifle,right,stifle right,100,449,1.27,stifle the rights,3.47,8,4,191.92,277.76,311.67,326.78,1,0,97,7
stifle,scream,stifle scream,100,928,7.2,stifled a scream,4.32,3,4,57.349,94.592,115.73,127.5,1,0,97,1
stifle,sense,stifle sense,100,181,0.38,stifling sense,2.61,5,4,206.76,300.07,335.13,356.84,1,0,97,11
stifle,sigh,stifle sigh,100,543,6.34,stifled a sigh,3.89,2,4,39.622,58.218,68.002,75.274,1,0,97,1
stifle,smile,stifle smile,100,486,4.63,stifled a smile,4.5,1,4,103.53,159.95,184.24,198.92,1,0,97,2
stifle,snicker,stifle snicker,100,238,5.99,stifled a snicker,3.89,1,4,8.2839,15.414,18.473,20.222,1,0,97,1
stifle,snort,stifle snort,100,204,5.74,stifled a snort,4.18,2,4,15.263,22.392,25.447,27.135,1,0,97,1
stifle,sob,stifle sob,100,1049,7.94,stifled a sob,3.79,3,4,19.046,29.492,35.58,39.366,1,0,97,1
stifle,sound,stifle sound,100,422,2.77,stifle the sound,3.7,8,4,201.18,297.75,348.31,382.29,1,0,97,10
stifle,speech,stifle speech,100,2570,6.38,to stifle free speech,3.37,8,4,178.11,270.32,303.26,321.76,1,0,97,3
stifle,spirit,stifle spirit,100,448,3.59,stifle the spirit,1.6,8,4,185.02,272.1,307.13,325.29,1,0,97,10
stifle,talent,stifle talent,100,179,2.42,stifles talent,2.19,2,4,149.46,215.84,243.88,261.1,1,0,97,6
stifle,tear,stifle tear,100,323,4.41,stifled tears,4.56,4,4,76.006,120.53,139.78,151.99,1,0,97,5
stifle,thinking,stifle thinking,100,269,3.74,stifle creative thinking,1.96,1,4,117.26,171.43,192.02,206.43,1,0,97,5
stifle,thought,stifle thought,100,482,3.02,stifle thought,1.97,4,4,172.64,253.02,286.84,305.45,1,0,97,17
stifle,trade,stifle trade,100,253,3.21,stifle trade,3.08,7,4,117.96,176.2,199.72,213.55,1,0,97,3
stifle,truth,stifle truth,100,214,1.78,to stifle the truth,1.96,5,4,153.56,224.44,249.84,264.71,1,0,97,8
stifle,urge,stifle urge,100,744,6.38,stifled the urge,1.93,2,4,61.097,91.339,109.57,118.51,1,0,97,2
stifle,view,stifle view,100,176,0.7,stifle the views,3.21,10,4,225.92,335.06,380.85,402.91,1,0,97,14
stifle,voice,stifle voice,100,1886,4.87,stifle the voice,4.13,11,4,221.3,316.55,353.41,375.5,1,0,97,8
stifle,yawn,stifle yawn,100,2819,9.5,stifled a yawn,4.46,1,4,18.722,27.298,31.233,33.744,1,0,97,1
stimulate,action,stimulate action,100,2199,3.88,stimulate action,2.86,10,7,202.3,294.93,326.83,343.62,1,0,99,13
stimulate,activity,stimulate activity,100,13048,6.51,stimulate economic activity,2.72,6,7,227.17,320.91,359.98,381.47,1,0,99,10
stimulate,appetite,stimulate appetite,100,4815,7.54,stimulate appetite,2.74,1,7,69.575,108.05,133.6,150.35,1,0,99,1
stimulate,area,stimulate area,100,2450,3.4,stimulate areas,3.72,6,7,263.68,404.24,463.02,501.91,1,0,99,24
stimulate,awareness,stimulate awareness,100,1342,4.58,stimulate awareness,1.84,2,7,115.24,166.5,187.02,198.45,1,0,99,3
stimulate,body,stimulate body,100,3845,4.79,stimulate the body,4.79,11,7,237.41,335.77,373.18,393.77,1,0,99,40
stimulate,brain,stimulate brain,100,6316,7.3,stimulate the brain,4.69,5,7,120.31,177.7,212.37,233.34,1,0,99,8
stimulate,business,stimulate business,100,1608,3.09,stimulate business,3.28,9,7,153.74,238.14,275.17,295.29,1,0,99,18
stimulate,cell,stimulate cell,100,11511,7.35,cells stimulated,4.44,7,7,151.64,244.74,286.69,309.52,1,0,99,11
stimulate,change,stimulate change,100,2663,3.56,stimulate change,2.89,10,7,169.83,260.43,300.98,324.77,1,0,99,14
stimulate,child,stimulate child,100,1254,2.35,stimulate children,4.78,4,7,201.04,295.22,346.37,384.22,1,0,99,21
stimulate,circulation,stimulate circulation,100,5285,7.75,stimulate circulation,3.03,6,7,89.122,122.62,135.65,142.03,1,0,99,1
stimulate,clitoris,stimulate clitoris,100,1147,5.86,stimulate the clitoris,4.93,1,7,4.9362,7.1539,7.9386,8.3661,1,0,99,1
stimulate,collaboration,stimulate collaboration,100,1431,5.27,stimulate collaboration,2.59,2,7,178.14,280.18,328.42,357.92,1,0,99,3
stimulate,collagen,stimulate collagen,100,1250,5.94,stimulate collagen,3.67,1,7,32.703,51.992,61.343,66.88,1,0,99,1
stimulate,competition,stimulate competition,100,1447,4.69,stimulate competition,3.86,4,7,146.29,235.72,281.35,307.68,1,0,99,7
stimulate,consumption,stimulate consumption,100,1393,5.37,stimulate consumption,3.16,4,7,112.65,167.17,194.19,207.31,1,0,99,4
stimulate,contraction,stimulate contraction,100,1646,6.22,stimulate contractions,3.53,4,7,74.231,104.34,114.7,120.5,1,0,99,1
stimulate,conversation,stimulate conversation,100,4369,6.17,stimulate conversation,3.28,1,7,166.81,255.38,299.17,324.56,1,0,99,11
stimulate,creation,stimulate creation,100,2475,5.83,stimulate the creation of,2.15,6,7,174.49,254.87,290.69,313.63,1,0,99,3
stimulate,creativity,stimulate creativity,100,4453,7.29,stimulate creativity,1.8,1,7,90.711,131.02,148.56,159.5,1,0,99,7
stimulate,curiosity,stimulate curiosity,100,2220,6.5,stimulate curiosity,1.61,2,7,82.605,114.81,126.57,133.77,1,0,99,5
stimulate,debate,stimulate debate,100,6351,7.19,stimulate debate,3.18,2,7,184.93,291.91,338.79,365.58,1,0,99,9
stimulate,demand,stimulate demand,100,8991,6.87,stimulate demand,2.2,5,7,175.66,257.9,291.88,309.12,1,0,99,13
stimulate,desire,stimulate desire,100,1659,5.19,stimulate the desire,1.7,3,7,165.31,243.51,281.9,306.53,1,0,99,8
stimulate,development,stimulate development,100,12829,6.89,stimulate the development,2.41,9,7,188.62,267.55,302.33,321.56,1,0,99,9
stimulate,dialogue,stimulate dialogue,100,2387,6.14,stimulate dialogue,3.0,4,7,154.9,231.95,265.02,282.91,1,0,99,2
stimulate,digestion,stimulate digestion,100,1170,5.79,stimulate digestion,3.66,3,7,31.686,55.377,66.28,72.839,1,0,99,1
stimulate,discussion,stimulate discussion,100,12744,7.36,to stimulate discussion,3.07,2,7,180.21,295.44,351.36,377.72,1,0,99,11
stimulate,economy,stimulate economy,100,28332,8.84,to stimulate the economy,2.57,4,7,165.36,238.62,265.62,283.32,1,0,99,14
stimulate,effort,stimulate effort,100,1145,3.12,stimulate efforts,2.33,4,7,200.2,307.62,348.88,374.91,1,0,99,16
stimulate,emission,stimulate emission,100,3443,6.41,stimulated emission,3.33,5,7,88.805,126.6,142.62,151.17,1,0,99,4
stimulate,energy,stimulate energy,100,1103,3.61,stimulate energy,3.11,7,7,147.56,207.6,231.64,246.44,1,0,99,11
stimulate,environment,stimulate environment,100,1428,3.97,and stimulating environment,3.74,2,7,197.9,290.05,325.15,344.92,1,0,99,4
stimulate,exchange,stimulate exchange,100,1327,5.29,stimulate the exchange,2.74,11,7,135.18,191.61,212.52,222.05,1,0,99,1
stimulate,expression,stimulate expression,100,2633,5.58,stimulates the expression,2.54,9,7,181.79,256.58,287.09,301.97,1,0,99,3
stimulate,factor,stimulate factor,100,2246,4.51,colony stimulating factor,2.79,7,7,218.31,307.41,343.05,363.51,1,0,99,2
stimulate,feeling,stimulate feeling,100,1062,3.68,stimulate feelings,1.68,6,7,176.83,271.16,309.46,329.6,1,0,99,10
stimulate,flow,stimulate flow,100,4801,6.46,stimulate blood flow,3.72,7,7,138.19,204.28,229.22,242.68,1,0,99,2
stimulate,follicle,stimulate follicle,100,1169,5.85,stimulate hair follicles,4.44,1,7,26.973,41.956,51.521,56.937,1,0,99,1
stimulate,formation,stimulate formation,100,3389,6.61,stimulate the formation,3.23,7,7,214.74,295.38,323.72,338.44,1,0,99,1
stimulate,function,stimulate function,100,1998,4.2,stimulate brain function,1.92,7,7,187.48,290.95,333.19,358.27,1,0,99,2
stimulate,gland,stimulate gland,100,3451,7.31,stimulate the pituitary gland,4.14,1,7,66.636,98.237,116.53,130.85,1,0,99,1
stimulate,growth,stimulate growth,100,40079,8.82,stimulate growth,2.89,7,7,144.79,208.57,237.72,256.21,1,0,99,11
stimulate,healing,stimulate healing,100,1509,5.9,stimulate healing,2.76,1,7,85.975,120.88,132.62,139.21,1,0,99,1
stimulate,heart,stimulate heart,100,1257,4.09,stimulate the heart,4.52,10,7,222.29,308.92,338.38,354.34,1,0,99,18
stimulate,hormone,stimulate hormone,100,3350,7.05,follicle stimulating hormone,3.33,1,7,58.358,91.539,108.3,119.32,1,0,99,1
stimulate,idea,stimulate idea,100,2827,3.49,stimulate ideas,1.61,5,7,186.11,292.47,339.77,365.76,1,0,99,31
stimulate,imagination,stimulate imagination,100,4940,7.41,stimulate the imagination,1.69,3,7,94.676,139.25,161.68,174.76,1,0,99,11
stimulate,increase,stimulate increase,100,1445,4.36,stimulate an increase,2.61,5,7,126.39,203.97,260.39,291.03,1,0,99,3
stimulate,industry,stimulate industry,100,1929,4.77,stimulate industry,3.29,3,7,138.47,248.2,308.72,337.96,1,0,99,9
stimulate,innovation,stimulate innovation,100,5517,7.13,to stimulate innovation,1.97,3,7,116.4,177.04,198.31,209.83,1,0,99,8
stimulate,interaction,stimulate interaction,100,1393,5.04,stimulate interaction,2.74,2,7,186.56,272.67,314.13,337.52,1,0,99,1
stimulate,interest,stimulate interest,100,13650,6.6,stimulate interest,1.8,7,7,176.83,268.45,304.88,322.86,1,0,99,14
stimulate,investment,stimulate investment,100,5830,6.51,stimulate investment,3.59,6,7,124.05,176.45,202.01,218.67,1,0,99,4
stimulate,learning,stimulate learning,100,1143,4.96,stimulate learning,3.14,2,7,118.78,172.81,202.24,219.58,1,0,99,1
stimulate,level,stimulate level,100,1193,2.7,stimulating hormone levels,2.86,8,7,233.88,337.78,381.3,409.81,1,0,99,12
stimulate,market,stimulate market,100,3089,4.85,stimulate the market,4.7,5,7,166.28,245.6,289.22,311.24,1,0,99,22
stimulate,memory,stimulate memory,100,1337,4.32,stimulate memories,2.38,5,7,208.41,286.39,315.63,333.95,1,0,99,12
stimulate,metabolism,stimulate metabolism,100,2088,6.52,stimulate metabolism,2.27,2,7,68.069,102.75,120.93,132.19,1,0,99,1
stimulate,mind,stimulate mind,100,6151,6.2,stimulate the mind,2.5,7,7,197.15,276.78,313.43,334.55,1,0,99,16
stimulate,movement,stimulate movement,100,1744,4.48,stimulate movement,3.63,11,7,228.82,319.09,350.45,367.29,1,0,99,13
stimulate,muscle,stimulate muscle,100,3263,6.46,stimulate the muscles,4.5,5,7,91.117,146.9,175.42,195.22,1,0,99,4
stimulate,nerve,stimulate nerve,100,4510,7.39,stimulate nerves,3.89,3,7,73.346,106.07,124.85,137.86,1,0,99,4
stimulate,neuron,stimulate neuron,100,1848,6.36,stimulate neurons,3.69,1,7,67.056,102.86,120.82,132.73,1,0,99,1
stimulate,organ,stimulate organ,100,1084,5.24,organs are stimulated,4.77,6,7,140.47,194.9,214.08,224.0,1,0,99,1
stimulate,ovary,stimulate ovary,100,1139,5.81,stimulate the ovaries,4.18,2,7,25.964,46.854,58.108,67.032,1,0,99,1
stimulate,part,stimulate part,100,1831,1.97,stimulate parts,3.29,12,7,237.04,382.12,430.05,454.33,1,0,99,30
stimulate,participation,stimulate participation,100,1089,4.91,stimulate participation,2.86,2,7,141.68,209.39,234.97,248.91,1,0,99,1
stimulate,pathway,stimulate pathway,100,1265,5.22,pathways stimulated,4.28,2,7,128.72,183.93,206.08,219.85,1,0,99,3
stimulate,people,stimulate people,100,1961,1.75,stimulate people,4.82,4,7,190.25,264.24,315.17,343.14,1,0,99,39
stimulate,point,stimulate point,100,2018,2.93,points are stimulated,3.39,26,7,249.95,349.67,391.1,417.02,1,0,99,21
stimulate,process,stimulate process,100,3590,4.04,stimulate the process,2.93,6,7,219.57,309.68,362.4,391.04,1,0,99,24
stimulate,production,stimulate production,100,20852,8.19,stimulate the production,2.59,8,7,218.18,311.48,352.51,373.46,1,0,99,7
stimulate,proliferation,stimulate proliferation,100,3270,7.17,stimulate proliferation,1.91,2,7,88.121,123.23,135.39,142.02,1,0,99,1
stimulate,reaction,stimulate reaction,100,1173,4.61,stimulate reactions,2.41,7,7,188.79,280.38,311.53,325.44,1,0,99,4
stimulate,receptor,stimulate receptor,100,3026,7.01,receptors are stimulated,4.04,2,7,74.013,118.43,150.27,169.82,1,0,99,1
stimulate,recovery,stimulate recovery,100,1540,5.5,stimulate economic recovery,2.68,3,7,117.15,164.51,182.09,191.32,1,0,99,3
stimulate,reflection,stimulate reflection,100,1418,5.45,stimulate reflection,3.29,8,7,151.66,214.63,236.08,247.45,1,0,99,2
stimulate,regeneration,stimulate regeneration,100,1806,6.41,stimulate regeneration,2.92,4,7,77.134,109.82,123.16,131.01,1,0,99,1
stimulate,release,stimulate release,100,5821,6.54,stimulates the release,3.24,12,7,239.38,342.63,381.61,402.75,1,0,99,3
stimulate,research,stimulate research,100,6325,5.72,stimulate research,3.03,2,7,170.07,249.43,282.88,299.95,1,0,99,9
stimulate,response,stimulate response,100,6296,6.12,stimulate an immune response,3.0,7,7,213.08,334.53,377.77,399.72,1,0,99,6
stimulate,sale,stimulate sale,100,1950,4.79,to stimulate sales,3.37,5,7,154.6,242.39,283.58,307.71,1,0,99,8
stimulate,secretion,stimulate secretion,100,4472,7.73,stimulates the secretion,3.52,2,7,66.446,97.51,112.24,120.42,1,0,99,1
stimulate,sector,stimulate sector,100,1133,4.77,stimulate the private sector,3.41,6,7,139.52,241.09,286.67,315.39,1,0,99,1
stimulate,sense,stimulate sense,100,5613,5.18,stimulate the senses,2.61,5,7,206.76,300.07,335.13,356.84,1,0,99,11
stimulate,skin,stimulate skin,100,1445,4.72,stimulate the skin,4.79,6,7,169.4,240.84,276.4,299.07,1,0,99,10
stimulate,spending,stimulate spending,100,1199,5.27,stimulate spending,3.31,2,7,78.229,122.43,144.17,157.7,1,0,99,4
stimulate,student,stimulate student,100,1711,2.86,stimulate students,4.92,2,7,154.13,250.84,295.3,323.45,1,0,99,8
stimulate,synthesis,stimulate synthesis,100,3037,7.02,stimulates the synthesis,1.54,3,7,116.52,162.31,182.68,194.58,1,0,99,1
stimulate,system,stimulate system,100,12093,5.15,stimulate the immune system,2.94,9,7,223.61,330.78,374.49,401.55,1,0,99,36
stimulate,thinking,stimulate thinking,100,4931,7.09,stimulate thinking,1.96,1,7,117.26,171.43,192.02,206.43,1,0,99,5
stimulate,thought,stimulate thought,100,3143,5.37,stimulate thought,1.97,4,7,172.64,253.02,286.84,305.45,1,0,99,17
stimulate,tissue,stimulate tissue,100,1165,5.21,stimulate the tissue,4.93,2,7,130.64,195.84,232.23,256.76,1,0,99,5
stimulate,trade,stimulate trade,100,1245,4.85,stimulate trade,3.08,7,7,117.96,176.2,199.72,213.55,1,0,99,3
stimulate,uptake,stimulate uptake,100,1040,5.56,stimulate the uptake,2.76,2,7,61.269,91.468,104.55,113.1,1,0,99,1
stimulate,use,stimulate use,100,1325,2.98,stimulate the use of,2.78,7,7,280.86,395.0,441.41,469.21,1,0,99,6
stimulate,work,stimulate work,100,1416,2.03,stimulating work,3.48,7,7,272.87,386.54,424.55,447.82,1,0,99,22
stir,air,stir air,100,973,4.55,stir the air,4.11,9,8,153.36,215.5,239.69,254.08,1,0,90,13
stir,anger,stir anger,100,764,5.56,stirred anger,2.41,3,8,116.48,185.38,221.03,245.74,1,0,90,9
stir,audience,stir audience,100,472,3.16,stirred the audience,4.29,4,8,138.77,221.07,265.12,291.55,1,0,90,4
stir,batter,stir batter,100,589,5.86,stir the batter,4.41,2,8,71.333,100.48,109.53,113.55,1,0,90,2
stir,bit,stir bit,100,856,1.95,stirred a bit,3.27,11,8,192.43,300.42,350.38,380.06,1,0,90,29
stir,blood,stir blood,100,1243,5.19,stir the blood,4.86,5,8,132.86,194.1,218.83,232.67,1,0,90,9
stir,butter,stir butter,100,591,5.4,Stir the butter,4.9,2,8,82.231,121.23,150.89,172.76,1,0,90,5
stir,cauldron,stir cauldron,100,715,6.53,stirring the cauldron,4.61,1,8,50.042,68.563,77.443,82.317,1,0,90,1
stir,cheese,stir cheese,100,425,4.7,stir the cheese,4.7,2,8,75.996,122.02,151.65,176.1,1,0,90,4
stir,chocolate,stir chocolate,100,573,5.29,stir the chocolate,4.72,3,8,95.493,139.69,161.32,177.35,1,0,90,3
stir,coffee,stir coffee,100,1054,5.51,stirred his coffee,4.81,4,8,63.844,123.99,152.8,174.46,1,0,90,6
stir,concern,stir concern,100,776,3.12,stirred concerns,1.7,5,8,192.53,304.28,359.28,388.82,1,0,90,6
stir,conscience,stir conscience,100,633,5.86,stir the conscience,1.96,3,8,73.14,106.89,118.77,125.25,1,0,90,1
stir,content,stir content,100,1029,3.33,stir the contents,2.59,7,8,164.92,250.07,280.91,297.3,1,0,90,17
stir,controversy,stir controversy,100,6065,8.59,stirred controversy,2.29,1,8,146.19,222.23,259.61,281.54,1,0,90,5
stir,conversation,stir conversation,100,424,3.14,stir conversation,3.28,1,8,166.81,255.38,299.17,324.56,1,0,90,11
stir,cream,stir cream,100,676,5.0,stir the cream,4.83,3,8,105.58,165.87,202.72,226.25,1,0,90,6
stir,crowd,stir crowd,100,440,3.96,stirred the crowd,4.52,2,8,168.11,256.74,291.15,308.88,1,0,90,6
stir,cup,stir cup,100,853,4.99,Stir 1 cup,5.0,8,8,115.33,194.33,234.41,266.26,1,0,90,8
stir,curiosity,stir curiosity,100,690,5.82,stirred my curiosity,1.61,2,8,82.605,114.81,126.57,133.77,1,0,90,5
stir,debate,stir debate,100,3147,6.66,stirred debate,3.18,2,8,184.93,291.91,338.79,365.58,1,0,90,9
stir,desire,stir desire,100,622,4.23,stirred a desire,1.7,3,8,165.31,243.51,281.9,306.53,1,0,90,8
stir,discussion,stir discussion,100,616,3.23,stir discussion,3.07,2,8,180.21,295.44,351.36,377.72,1,0,90,11
stir,dish,stir dish,100,384,3.69,stir fry dishes,4.9,6,8,114.88,176.59,214.21,242.14,1,0,90,3
stir,drink,stir drink,100,1354,5.58,straw that stirs the drink,4.76,5,8,84.804,162.1,206.78,234.68,1,0,90,7
stir,dust,stir dust,100,489,5.01,stirred the dust,4.4,3,8,87.632,148.3,174.03,189.46,1,0,90,4
stir,egg,stir egg,100,748,4.52,stir the eggs,4.97,3,8,124.85,178.59,202.35,217.95,1,0,90,9
stir,emotion,stir emotion,100,5629,7.7,stir emotions,2.44,1,8,133.04,187.76,208.77,222.4,1,0,90,6
stir,excitement,stir excitement,100,595,5.33,stirred excitement,2.48,4,8,100.92,143.32,161.2,172.28,1,0,90,3
stir,fear,stir fear,100,1163,4.95,stirred fears,2.57,3,8,208.48,300.15,342.67,365.02,1,0,90,14
stir,feeling,stir feeling,100,2000,4.83,stir feelings,1.68,6,8,176.83,271.16,309.46,329.6,1,0,90,10
stir,fire,stir fire,100,903,4.11,stirred the fire,4.68,9,8,142.33,217.4,250.15,268.89,1,0,90,13
stir,flour,stir flour,100,1228,6.65,stir together the flour,4.97,1,8,70.597,104.03,122.55,135.92,1,0,90,1
stir,food,stir food,100,470,2.05,stir the food,4.8,3,8,169.07,241.2,280.07,303.04,1,0,90,18
stir,fry,stir fry,100,5539,9.22,and stir fry,4.37,3,8,71.44,99.698,108.59,112.53,1,0,90,1
stir,hair,stir hair,100,624,3.66,stirred her hair,4.97,6,8,145.81,211.36,244.64,264.55,1,0,90,12
stir,hatred,stir hatred,100,402,5.09,stir hatred,2.0,1,8,90.517,140.19,161.91,173.21,1,0,90,6
stir,heart,stir heart,100,4576,6.22,stir the heart,4.52,10,8,222.29,308.92,338.38,354.34,1,0,90,18
stir,hope,stir hope,100,412,3.25,stirred hopes,1.25,6,8,166.95,241.91,272.45,287.77,1,0,90,11
stir,imagination,stir imagination,100,2903,7.44,stir the imagination,1.69,3,8,94.676,139.25,161.68,174.76,1,0,90,11
stir,ingredient,stir ingredient,100,2367,6.26,stir the ingredients,3.84,3,8,139.24,200.31,226.53,242.76,1,0,90,2
stir,interest,stir interest,100,3003,4.55,stir interest,1.8,7,8,176.83,268.45,304.88,322.86,1,0,90,14
stir,juice,stir juice,100,732,5.46,Stir lemon juice,4.89,4,8,86.673,133.6,170.71,193.42,1,0,90,8
stir,leaf,stir leaf,100,477,4.27,stirred the leaves,5.0,3,8,136.48,208.19,246.0,268.67,1,0,90,5
stir,liquid,stir liquid,100,490,5.11,stir the liquid,4.72,4,8,100.26,167.19,195.13,210.43,1,0,90,5
stir,lot,stir lot,100,687,0.78,stirred a lot of,3.7,7,8,144.92,243.93,294.05,322.54,1,0,90,34
stir,man,stir man,100,420,0.84,stir men,4.79,11,8,192.73,336.5,412.7,455.21,1,0,90,37
stir,memory,stir memory,100,3111,5.83,stirred memories,2.38,5,8,208.41,286.39,315.63,333.95,1,0,90,12
stir,milk,stir milk,100,794,5.21,stir the milk,4.92,4,8,85.509,138.38,171.6,192.28,1,0,90,6
stir,mind,stir mind,100,844,3.57,stir the mind,2.5,7,8,197.15,276.78,313.43,334.55,1,0,90,16
stir,minute,stir minute,100,2740,5.2,stirring every 15 minutes,3.04,6,8,175.94,339.53,403.99,438.57,1,0,90,5
stir,mix,stir mix,100,922,4.93,stir the mix,3.82,3,8,157.14,275.97,320.13,344.31,1,0,90,3
stir,mixture,stir mixture,100,9045,8.65,mixture was stirred,3.79,5,8,173.87,303.73,353.4,380.67,1,0,90,7
stir,music,stir music,100,784,3.08,stirring music,4.31,5,8,190.77,285.42,323.99,353.44,1,0,90,7
stir,noodle,stir noodle,100,504,5.73,stir fried noodles,4.71,2,8,39.804,62.588,78.678,89.505,1,0,90,1
stir,oil,stir oil,100,436,3.14,stir the oil,4.93,4,8,116.09,174.9,208.49,229.11,1,0,90,13
stir,onion,stir onion,100,415,4.99,stir the onions,4.86,3,8,44.124,96.685,136.56,161.44,1,0,90,3
stir,opposition,stir opposition,100,378,4.17,stirred opposition,2.25,8,8,172.7,256.4,285.97,300.19,1,0,90,7
stir,outrage,stir outrage,100,609,5.78,stirred outrage,2.45,4,8,70.176,105.01,122.9,134.11,1,0,90,3
stir,passion,stir passion,100,1830,6.03,stir the passions,2.3,7,8,119.78,201.4,232.88,253.47,1,0,90,7
stir,people,stir people,100,1870,1.71,stir people,4.82,4,8,190.25,264.24,315.17,343.14,1,0,90,39
stir,pot,stir pot,100,13006,9.4,stir the pot,4.81,9,8,92.316,147.83,182.1,202.46,1,0,90,4
stir,reaction,stir reaction,100,929,4.7,reaction was stirred,2.41,7,8,188.79,280.38,311.53,325.44,1,0,90,4
stir,resentment,stir resentment,100,422,5.51,stirred resentment,1.78,1,8,65.466,105.55,126.74,139.17,1,0,90,3
stir,rice,stir rice,100,742,5.67,stir the rice,4.86,4,8,99.209,160.13,184.21,199.75,1,0,90,3
stir,sauce,stir sauce,100,1279,6.38,stir the sauce,4.75,1,8,85.746,147.89,184.05,207.34,1,0,90,4
stir,second,stir second,100,497,3.98,stirring every 30 seconds,3.3,10,8,90.233,129.57,151.69,162.26,1,0,90,2
stir,sense,stir sense,100,989,2.8,stir the senses,2.61,5,8,206.76,300.07,335.13,356.84,1,0,90,11
stir,sentiment,stir sentiment,100,476,4.88,stirring sentiments,2.1,2,8,107.7,162.53,184.29,195.29,1,0,90,7
stir,shit,stir shit,100,567,4.96,to stir shit,4.33,6,8,42.891,71.102,83.074,90.257,1,0,90,6
stir,solution,stir solution,100,1789,3.65,solution was stirred,2.61,5,8,187.76,265.14,296.6,314.05,1,0,90,7
stir,soul,stir soul,100,3571,6.68,stir the soul,1.86,5,8,173.0,242.94,270.78,286.52,1,0,90,10
stir,soup,stir soup,100,1074,6.37,stir the soup,4.72,3,8,60.974,99.863,134.03,163.83,1,0,90,4
stir,speech,stir speech,100,688,4.32,stirring speeches,3.37,8,8,178.11,270.32,303.26,321.76,1,0,90,3
stir,spirit,stir spirit,100,941,4.52,spirit was stirred,1.6,8,8,185.02,272.1,307.13,325.29,1,0,90,10
stir,stew,stir stew,100,396,5.59,stirred the stew,4.43,2,8,54.751,83.277,99.404,111.89,1,0,90,1
stir,stick,stir stick,100,539,4.9,stirring stick,4.59,9,8,98.732,150.31,174.49,190.91,1,0,90,4
stir,stuff,stir stuff,100,745,3.43,stirring stuff,3.13,7,8,154.36,228.68,256.01,270.5,1,0,90,15
stir,sugar,stir sugar,100,1401,6.16,stir the sugar,4.87,3,8,84.472,131.97,165.27,185.99,1,0,90,4
stir,tea,stir tea,100,781,5.3,stirred his tea,4.69,5,8,72.271,138.59,176.5,199.08,1,0,90,5
stir,tension,stir tension,100,530,4.44,stirred tensions,2.6,6,8,148.12,226.42,267.67,294.21,1,0,90,6
stir,thing,stir thing,100,7611,3.89,to stir things up,3.17,12,8,143.55,268.8,339.04,370.97,1,0,90,51
stir,thought,stir thought,100,686,3.44,stirring thoughts,1.97,4,8,172.64,253.02,286.84,305.45,1,0,90,17
stir,time,stir time,100,1989,1.4,stirring times,3.07,10,8,273.83,408.51,469.17,512.74,1,0,90,50
stir,trouble,stir trouble,100,948,4.48,to stir trouble,2.25,6,8,135.61,191.96,212.84,224.67,1,0,90,3
stir,unrest,stir unrest,100,536,5.88,stir unrest,2.24,2,8,72.232,112.39,137.52,149.49,1,0,90,2
stir,vegetable,stir vegetable,100,704,5.35,stir fried vegetables,4.89,2,8,70.178,130.48,163.96,189.0,1,0,90,5
stir,water,stir water,100,2732,4.4,stir the water,5.0,6,8,232.15,324.2,362.8,390.59,1,0,90,24
stir,word,stir word,100,720,2.06,stirring words of,3.56,10,8,247.83,371.55,418.36,446.17,1,0,90,25
stir,world,stir world,100,436,1.59,stirred the world,4.36,8,8,202.2,309.66,360.98,390.98,1,0,90,28
strain,ability,strain ability,100,458,2.25,straining the ability,1.81,2,9,193.93,281.52,320.44,346.08,1,0,80,8
strain,alliance,strain alliance,100,207,4.06,strained the alliance,2.5,5,9,136.73,218.78,256.02,274.57,1,0,80,3
